Program Version = DWM3_Entropy_Cluster
Data/Time = 2020-09-18 09:44:13.658039
Source File = S5-TokenReplace.txt
Run Mode = NewMatrix
mu	epsilon	Size	Entropy
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	4	0.8112781244591328
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.6982458350160314
0.789	636.07	2	2.0
0.789	636.07	3	1.0566416671474375
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	4.868170836458344
0.789	636.07	4	1.7451124978365313
0.789	636.07	4	5.3112781244591325
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	3	1.6982458350160314
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	7.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	2.0
0.789	636.07	3	2.0882208354968017
0.789	636.07	2	1.0
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.698245835016031
0.789	636.07	2	0.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	3	0.0
0.789	636.07	3	0.9182958340544896
0.789	636.07	2	1.0
0.789	636.07	2	1.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	0.5
0.789	636.07	2	4.5
0.789	636.07	2	2.5
0.789	636.07	3	0.9182958340544896
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	5	1.164107451387086
0.789	636.07	2	2.5
0.789	636.07	3	0.9182958340544896
0.789	636.07	2	3.0
0.789	636.07	3	4.729825003365395
0.789	636.07	2	2.0
0.789	636.07	3	6.4280708383814265
0.789	636.07	2	3.0
0.789	636.07	4	0.31127812445913283
0.789	636.07	3	1.1699250014423126
0.789	636.07	2	4.0
0.789	636.07	3	1.5599000019230833
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	3	0.0
0.789	636.07	2	1.0
0.789	636.07	4	5.801503120132196
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	3	0.9182958340544896
0.789	636.07	3	0.38997500048077083
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.9182958340544896
0.789	636.07	3	0.0
0.789	636.07	3	0.9182958340544896
0.789	636.07	2	3.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	1.5
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	8.5
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	0.5
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	1.5
0.789	636.07	2	2.5
0.789	636.07	4	2.7451124978365313
0.789	636.07	2	2.5
0.789	636.07	2	1.0
0.789	636.07	2	8.5
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	1.0
0.789	636.07	3	1.6982458350160314
0.789	636.07	5	0.44217935649972373
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	3	0.38997500048077083
0.789	636.07	2	1.0
0.789	636.07	2	1.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	3	5.371429171233989
0.789	636.07	2	1.5
0.789	636.07	3	0.38997500048077083
0.789	636.07	2	2.0
0.789	636.07	2	1.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	1.5
0.789	636.07	2	1.5
0.789	636.07	2	0.5
0.789	636.07	4	7.924059369050462
0.789	636.07	3	1.5599000019230833
0.789	636.07	2	0.0
0.789	636.07	2	6.0
0.789	636.07	4	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.5
0.789	636.07	2	2.0
0.789	636.07	2	1.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	3	3.53483750312501
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	4	2.811278124459133
0.789	636.07	2	6.0
0.789	636.07	2	1.5
0.789	636.07	2	0.5
0.789	636.07	4	4.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.5599000019230833
0.789	636.07	2	2.5
0.789	636.07	2	1.0
0.789	636.07	3	2.088220835496802
0.789	636.07	2	2.5
0.789	636.07	2	0.5
0.789	636.07	2	1.5
0.789	636.07	3	0.9182958340544896
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	4.754887502163468
0.789	636.07	3	1.9749375012019272
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.5
0.789	636.07	3	0.0
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	3	2.113283334294875
0.789	636.07	2	2.0
0.789	636.07	2	2.5
0.789	636.07	3	3.283208335737188
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	3	0.7799500009615417
0.789	636.07	3	2.616541669070521
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.6982458350160314
0.789	636.07	2	0.0
0.789	636.07	3	2.0882208354968017
0.789	636.07	3	3.031579168349365
0.789	636.07	2	0.0
0.789	636.07	3	0.7799500009615417
0.789	636.07	2	0.0
0.789	636.07	3	1.3082708345352603
0.789	636.07	2	0.5
0.789	636.07	2	3.0
0.789	636.07	2	0.0
0.789	636.07	2	7.5
0.789	636.07	2	2.0
0.789	636.07	2	2.0
0.789	636.07	3	1.6982458350160314
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.1699250014423126
0.789	636.07	2	1.0
0.789	636.07	2	1.5
0.789	636.07	3	3.3964916700320624
0.789	636.07	3	8.5413541726763
0.789	636.07	2	1.0
0.789	636.07	2	2.5
0.789	636.07	3	1.6982458350160314
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	4	0.8112781244591328
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	1.5
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	1.698245835016031
0.789	636.07	2	1.0
0.789	636.07	4	2.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	8.0
0.789	636.07	2	8.5
0.789	636.07	3	0.38997500048077083
0.789	636.07	2	0.0
0.789	636.07	2	1.5
0.789	636.07	2	1.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	3	1.1699250014423126
0.789	636.07	3	0.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	2.0
0.789	636.07	3	0.9182958340544896
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	4	4.0
0.789	636.07	2	0.0
0.789	636.07	2	8.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	3	0.9182958340544896
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	3.0
0.789	636.07	3	0.5283208335737187
0.789	636.07	3	2.6165416690705205
0.789	636.07	3	7.849625007211562
0.789	636.07	3	1.9749375012019272
0.789	636.07	3	0.0
0.789	636.07	3	1.584962500721156
0.789	636.07	2	0.0
0.789	636.07	2	3.0
0.789	636.07	3	0.0
0.789	636.07	2	1.5
0.789	636.07	2	1.5
0.789	636.07	2	1.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	4	6.0
0.789	636.07	3	1.6982458350160314
0.789	636.07	4	0.9338343733773985
0.789	636.07	4	0.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	4.5
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	3	0.0
0.789	636.07	2	3.0
0.789	636.07	2	2.0
0.789	636.07	2	1.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	2.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	3	1.0566416671474375
0.789	636.07	2	7.5
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	1.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	3.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.5
0.789	636.07	2	0.0
0.789	636.07	2	1.5
0.789	636.07	2	2.5
0.789	636.07	4	1.4338343733773984
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	2.5
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.5
0.789	636.07	2	1.0
0.789	636.07	4	8.990224995673064
0.789	636.07	2	1.5
0.789	636.07	3	0.0
0.789	636.07	3	0.7799500009615417
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	7.5
0.789	636.07	2	2.0
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	7.5
0.789	636.07	2	0.5
0.789	636.07	2	1.0
0.789	636.07	3	2.6165416690705205
0.789	636.07	2	2.5
0.789	636.07	2	2.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	2.0
0.789	636.07	2	1.0
0.789	636.07	3	3.031579168349365
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	3.0
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	3	0.38997500048077083
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	0.5
0.789	636.07	2	0.5
0.789	636.07	2	2.0
0.789	636.07	3	2.22656666858975
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	2.5
0.789	636.07	2	0.0
0.789	636.07	2	2.0
0.789	636.07	2	7.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	1.0
0.789	636.07	2	2.0
0.789	636.07	2	2.0
0.789	636.07	2	0.5
0.789	636.07	2	1.5
0.789	636.07	2	0.5
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	2.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
0.789	636.07	2	2.0
0.789	636.07	2	1.5
0.789	636.07	2	2.5
0.789	636.07	2	2.0
0.789	636.07	2	0.0
0.789	636.07	3	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.5
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	0.0
0.789	636.07	2	1.0
