Program Version = DWM3_Entropy_Cluster
Data/Time = 2020-09-18 07:58:29.648861
Source File = S8-TokenReplace.txt
Run Mode = NewMatrix
mu	epsilon	Size	Entropy
0.6319	277.3	4	4.8112781244591325
0.6319	277.3	6	14.826464092641956
0.6319	277.3	6	20.479744849065952
0.6319	277.3	2	1.0
0.6319	277.3	2	10.5
0.6319	277.3	5	11.991487851390094
0.6319	277.3	3	7.509775004326936
0.6319	277.3	4	11.99022499567306
0.6319	277.3	2	10.0
0.6319	277.3	6	15.936489092161185
0.6319	277.3	5	21.625567756760443
0.6319	277.3	3	13.824562508413491
0.6319	277.3	4	13.990224995673064
0.6319	277.3	6	12.542401096061138
0.6319	277.3	3	4.4531333371795
0.6319	277.3	3	2.22656666858975
0.6319	277.3	2	1.5
0.6319	277.3	6	12.099897424052207
0.6319	277.3	5	9.473469758233506
0.6319	277.3	2	3.5
0.6319	277.3	5	21.49679651880549
0.6319	277.3	2	12.0
0.6319	277.3	2	12.0
0.6319	277.3	4	10.17894687121393
0.6319	277.3	5	11.873469758233504
0.6319	277.3	2	5.0
0.6319	277.3	2	7.5
0.6319	277.3	2	9.5
0.6319	277.3	2	6.5
0.6319	277.3	3	14.126316673397461
0.6319	277.3	3	5.396491670032062
0.6319	277.3	3	7.62305833862181
0.6319	277.3	5	20.190231543328295
0.6319	277.3	3	4.088220835496802
0.6319	277.3	3	12.629575008173104
0.6319	277.3	4	13.811278124459132
0.6319	277.3	3	12.377945840785284
0.6319	277.3	3	7.761404171714758
0.6319	277.3	1	0.0
0.6319	277.3	2	4.0
0.6319	277.3	4	10.367668746754797
0.6319	277.3	3	2.503258334775646
0.6319	277.3	3	17.15789584174683
0.6319	277.3	1	0.0
0.6319	277.3	4	14.678946871213931
0.6319	277.3	1	0.0
0.6319	277.3	3	5.92481250360578
0.6319	277.3	2	9.0
0.6319	277.3	1	0.0
0.6319	277.3	1	0.0
